Group.1,n
"18161.Black, Non-Hispanic",4
18161.Hispanic,60
"18161.Other, Non-Hispanic",134
"18161.White, Non-Hispanic",5394
"18163.Black, Non-Hispanic",12212
18163.Hispanic,2919
"18163.Other, Non-Hispanic",4373
"18163.White, Non-Hispanic",122440
"18165.Black, Non-Hispanic",113
18165.Hispanic,98
"18165.Other, Non-Hispanic",149
"18165.White, Non-Hispanic",11748
"18167.Black, Non-Hispanic",6008
18167.Hispanic,2143
"18167.Other, Non-Hispanic",3672
"18167.White, Non-Hispanic",73591
"18169.Black, Non-Hispanic",220
18169.Hispanic,509
"18169.Other, Non-Hispanic",534
"18169.White, Non-Hispanic",23617
"18171.Black, Non-Hispanic",47
18171.Hispanic,85
"18171.Other, Non-Hispanic",84
"18171.White, Non-Hispanic",6208
"18173.Black, Non-Hispanic",742
18173.Hispanic,727
"18173.Other, Non-Hispanic",1685
"18173.White, Non-Hispanic",44174
"18175.Black, Non-Hispanic",25
18175.Hispanic,234
"18175.Other, Non-Hispanic",352
"18175.White, Non-Hispanic",20869
"18177.Black, Non-Hispanic",2571
18177.Hispanic,1123
"18177.Other, Non-Hispanic",1417
"18177.White, Non-Hispanic",46553
"18179.Black, Non-Hispanic",103
18179.Hispanic,512
"18179.Other, Non-Hispanic",291
"18179.White, Non-Hispanic",20201
"18181.Black, Non-Hispanic",100
18181.Hispanic,1121
"18181.Other, Non-Hispanic",270
"18181.White, Non-Hispanic",17009
"18183.Black, Non-Hispanic",125
18183.Hispanic,457
"18183.Other, Non-Hispanic",445
"18183.White, Non-Hispanic",24905
"19001.Black, Non-Hispanic",39
19001.Hispanic,83
"19001.Other, Non-Hispanic",55
"19001.White, Non-Hispanic",5389
"19003.Black, Non-Hispanic",2
19003.Hispanic,47
"19003.Other, Non-Hispanic",21
"19003.White, Non-Hispanic",2834
"19005.Black, Non-Hispanic",131
19005.Hispanic,477
"19005.Other, Non-Hispanic",133
"19005.White, Non-Hispanic",9877
"19007.Black, Non-Hispanic",84
19007.Hispanic,158
"19007.Other, Non-Hispanic",180
"19007.White, Non-Hispanic",9297
"19009.Black, Non-Hispanic",6
19009.Hispanic,22
"19009.Other, Non-Hispanic",90
"19009.White, Non-Hispanic",4311
"19011.Black, Non-Hispanic",83
19011.Hispanic,237
"19011.Other, Non-Hispanic",231
"19011.White, Non-Hispanic",19032
"19013.Black, Non-Hispanic",8564
19013.Hispanic,3531
"19013.Other, Non-Hispanic",3927
"19013.White, Non-Hispanic",87684
"19015.Black, Non-Hispanic",138
19015.Hispanic,408
"19015.Other, Non-Hispanic",343
"19015.White, Non-Hispanic",19760
"19017.Black, Non-Hispanic",198
19017.Hispanic,244
"19017.Other, Non-Hispanic",378
"19017.White, Non-Hispanic",18506
"19019.Black, Non-Hispanic",30
19019.Hispanic,221
"19019.Other, Non-Hispanic",173
"19019.White, Non-Hispanic",15046
"19021.Black, Non-Hispanic",375
19021.Hispanic,3174
"19021.Other, Non-Hispanic",1515
"19021.White, Non-Hispanic",9800
"19023.Black, Non-Hispanic",27
19023.Hispanic,121
"19023.Other, Non-Hispanic",107
"19023.White, Non-Hispanic",10964
"19025.Black, Non-Hispanic",99
19025.Hispanic,128
"19025.Other, Non-Hispanic",185
"19025.White, Non-Hispanic",7267
"19027.Black, Non-Hispanic",19
19027.Hispanic,293
"19027.Other, Non-Hispanic",73
"19027.White, Non-Hispanic",14927
"19029.Black, Non-Hispanic",26
19029.Hispanic,221
"19029.Other, Non-Hispanic",169
"19029.White, Non-Hispanic",9769
"19031.Black, Non-Hispanic",42
19031.Hispanic,254
"19031.Other, Non-Hispanic",107
"19031.White, Non-Hispanic",13800
"19033.Black, Non-Hispanic",473
19033.Hispanic,1344
"19033.Other, Non-Hispanic",788
"19033.White, Non-Hispanic",31416
"19035.Black, Non-Hispanic",162
19035.Hispanic,102
"19035.Other, Non-Hispanic",178
"19035.White, Non-Hispanic",8464
"19037.Black, Non-Hispanic",108
19037.Hispanic,232
"19037.Other, Non-Hispanic",45
"19037.White, Non-Hispanic",8897
"19039.Black, Non-Hispanic",6
19039.Hispanic,776
"19039.Other, Non-Hispanic",272
"19039.White, Non-Hispanic",6004
"19041.Black, Non-Hispanic",105
19041.Hispanic,346
"19041.Other, Non-Hispanic",290
"19041.White, Non-Hispanic",11864
"19043.Black, Non-Hispanic",149
19043.Hispanic,196
"19043.Other, Non-Hispanic",118
"19043.White, Non-Hispanic",13402
"19045.Black, Non-Hispanic",975
19045.Hispanic,827
"19045.Other, Non-Hispanic",694
"19045.White, Non-Hispanic",33722
"19047.Black, Non-Hispanic",323
19047.Hispanic,2822
"19047.Other, Non-Hispanic",481
"19047.White, Non-Hispanic",9176
"19049.Black, Non-Hispanic",1169
19049.Hispanic,3295
"19049.Other, Non-Hispanic",3571
"19049.White, Non-Hispanic",54729
"19051.Black, Non-Hispanic",4
19051.Hispanic,57
"19051.Other, Non-Hispanic",80
"19051.White, Non-Hispanic",6158
"19053.Black, Non-Hispanic",125
19053.Hispanic,175
"19053.Other, Non-Hispanic",156
"19053.White, Non-Hispanic",5787
"19055.Black, Non-Hispanic",22
19055.Hispanic,150
"19055.Other, Non-Hispanic",128
"19055.White, Non-Hispanic",12763
"19057.Black, Non-Hispanic",1391
19057.Hispanic,740
"19057.Other, Non-Hispanic",778
"19057.White, Non-Hispanic",27544
"19059.Black, Non-Hispanic",60
19059.Hispanic,222
"19059.Other, Non-Hispanic",243
"19059.White, Non-Hispanic",13366
"19061.Black, Non-Hispanic",1967
19061.Hispanic,1481
"19061.Other, Non-Hispanic",2019
"19061.White, Non-Hispanic",69310
"19063.Black, Non-Hispanic",133
19063.Hispanic,555
"19063.Other, Non-Hispanic",66
"19063.White, Non-Hispanic",6727
"19065.Black, Non-Hispanic",356
19065.Hispanic,326
"19065.Other, Non-Hispanic",189
"19065.White, Non-Hispanic",14782
"19067.Black, Non-Hispanic",248
19067.Hispanic,322
"19067.Other, Non-Hispanic",285
"19067.White, Non-Hispanic",11369
"19069.Black, Non-Hispanic",19
19069.Hispanic,715
"19069.Other, Non-Hispanic",10
"19069.White, Non-Hispanic",7075
"19071.Black, Non-Hispanic",35
19071.Hispanic,150
"19071.Other, Non-Hispanic",78
"19071.White, Non-Hispanic",5173
"19073.Black, Non-Hispanic",48
19073.Hispanic,157
"19073.Other, Non-Hispanic",114
"19073.White, Non-Hispanic",6597
"19075.Black, Non-Hispanic",20
19075.Hispanic,102
"19075.Other, Non-Hispanic",107
"19075.White, Non-Hispanic",9236
"19077.Black, Non-Hispanic",3
19077.Hispanic,186
"19077.Other, Non-Hispanic",102
"19077.White, Non-Hispanic",7945
"19079.Black, Non-Hispanic",97
19079.Hispanic,491
"19079.Other, Non-Hispanic",315
"19079.White, Non-Hispanic",10660
"19081.Black, Non-Hispanic",97
19081.Hispanic,276
"19081.Other, Non-Hispanic",60
"19081.White, Non-Hispanic",7981
"19083.Black, Non-Hispanic",69
19083.Hispanic,482
"19083.Other, Non-Hispanic",248
"19083.White, Non-Hispanic",12681
"19085.Black, Non-Hispanic",21
19085.Hispanic,141
"19085.Other, Non-Hispanic",155
"19085.White, Non-Hispanic",10533
"19087.Black, Non-Hispanic",381
19087.Hispanic,623
"19087.Other, Non-Hispanic",622
"19087.White, Non-Hispanic",13951
"19089.Black, Non-Hispanic",21
19089.Hispanic,51
"19089.Other, Non-Hispanic",73
"19089.White, Non-Hispanic",6742
"19091.Black, Non-Hispanic",33
19091.Hispanic,236
"19091.Other, Non-Hispanic",88
"19091.White, Non-Hispanic",6969
"19093.Black, Non-Hispanic",31
19093.Hispanic,103
"19093.Other, Non-Hispanic",103
"19093.White, Non-Hispanic",5046
"19095.Black, Non-Hispanic",132
19095.Hispanic,276
"19095.Other, Non-Hispanic",153
"19095.White, Non-Hispanic",11913
"19097.Black, Non-Hispanic",78
19097.Hispanic,186
"19097.Other, Non-Hispanic",267
"19097.White, Non-Hispanic",14559
"19099.Black, Non-Hispanic",561
19099.Hispanic,546
"19099.Other, Non-Hispanic",532
"19099.White, Non-Hispanic",27059
"19101.Black, Non-Hispanic",1169
19101.Hispanic,389
"19101.Other, Non-Hispanic",1563
"19101.White, Non-Hispanic",12162
"19103.Black, Non-Hispanic",7106
19103.Hispanic,5799
"19103.Other, Non-Hispanic",9942
"19103.White, Non-Hispanic",95913
"19105.Black, Non-Hispanic",381
19105.Hispanic,305
"19105.Other, Non-Hispanic",265
"19105.White, Non-Hispanic",15215
"19107.Black, Non-Hispanic",18
19107.Hispanic,115
"19107.Other, Non-Hispanic",102
"19107.White, Non-Hispanic",7628
"19109.Black, Non-Hispanic",69
19109.Hispanic,254
"19109.Other, Non-Hispanic",165
"19109.White, Non-Hispanic",11200
"19111.Black, Non-Hispanic",752
19111.Hispanic,837
"19111.Other, Non-Hispanic",489
"19111.White, Non-Hispanic",24701
"19113.Black, Non-Hispanic",7960
19113.Hispanic,4474
"19113.Other, Non-Hispanic",7393
"19113.White, Non-Hispanic",151422
"19115.Black, Non-Hispanic",108
19115.Hispanic,1202
"19115.Other, Non-Hispanic",372
"19115.White, Non-Hispanic",6968
"19117.Black, Non-Hispanic",7
19117.Hispanic,93
"19117.Other, Non-Hispanic",34
"19117.White, Non-Hispanic",6459
"19119.Black, Non-Hispanic",10
19119.Hispanic,169
"19119.Other, Non-Hispanic",112
"19119.White, Non-Hispanic",8154
"19121.Black, Non-Hispanic",30
19121.Hispanic,270
"19121.Other, Non-Hispanic",211
"19121.White, Non-Hispanic",11538
"19123.Black, Non-Hispanic",257
19123.Hispanic,311
"19123.Other, Non-Hispanic",416
"19123.White, Non-Hispanic",15864
"19125.Black, Non-Hispanic",253
19125.Hispanic,476
"19125.Other, Non-Hispanic",578
"19125.White, Non-Hispanic",24123
"19127.Black, Non-Hispanic",448
19127.Hispanic,4995
"19127.Other, Non-Hispanic",1476
"19127.White, Non-Hispanic",22981
"19129.Black, Non-Hispanic",57
19129.Hispanic,297
"19129.Other, Non-Hispanic",169
"19129.White, Non-Hispanic",10916
"19131.Black, Non-Hispanic",32
19131.Hispanic,105
"19131.Other, Non-Hispanic",159
"19131.White, Non-Hispanic",7829
"19133.Black, Non-Hispanic",15
19133.Hispanic,111
"19133.Other, Non-Hispanic",253
"19133.White, Non-Hispanic",6566
"19135.Black, Non-Hispanic",1
19135.Hispanic,19
"19135.Other, Non-Hispanic",78
"19135.White, Non-Hispanic",5869
"19137.Black, Non-Hispanic",11
19137.Hispanic,231
"19137.Other, Non-Hispanic",120
"19137.White, Non-Hispanic",7389
"19139.Black, Non-Hispanic",682
19139.Hispanic,4801
"19139.Other, Non-Hispanic",814
"19139.White, Non-Hispanic",25892
"19141.Black, Non-Hispanic",95
19141.Hispanic,359
"19141.Other, Non-Hispanic",130
"19141.White, Non-Hispanic",9969
"19143.Black, Non-Hispanic",51
19143.Hispanic,269
"19143.Other, Non-Hispanic",60
"19143.White, Non-Hispanic",4256
"19145.Black, Non-Hispanic",227
19145.Hispanic,347
"19145.Other, Non-Hispanic",296
"19145.White, Non-Hispanic",11353
"19147.Black, Non-Hispanic",102
19147.Hispanic,156
"19147.Other, Non-Hispanic",54
"19147.White, Non-Hispanic",6566
"19149.Black, Non-Hispanic",157
19149.Hispanic,756
"19149.Other, Non-Hispanic",298
"19149.White, Non-Hispanic",17604
"19151.Black, Non-Hispanic",39
19151.Hispanic,146
"19151.Other, Non-Hispanic",178
"19151.White, Non-Hispanic",4967
"19153.Black, Non-Hispanic",21478
19153.Hispanic,23729
"19153.Other, Non-Hispanic",21757
"19153.White, Non-Hispanic",292820
"19155.Black, Non-Hispanic",1168
19155.Hispanic,4451
"19155.Other, Non-Hispanic",1627
"19155.White, Non-Hispanic",64155
"19157.Black, Non-Hispanic",302
19157.Hispanic,431
"19157.Other, Non-Hispanic",476
"19157.White, Non-Hispanic",13583
"19159.Black, Non-Hispanic",4
19159.Hispanic,48
"19159.Other, Non-Hispanic",70
"19159.White, Non-Hispanic",3644
"19161.Black, Non-Hispanic",44
19161.Hispanic,176
"19161.Other, Non-Hispanic",81
"19161.White, Non-Hispanic",7314
"19163.Black, Non-Hispanic",8538
19163.Hispanic,7401
"19163.Other, Non-Hispanic",5938
"19163.White, Non-Hispanic",109421
"19165.Black, Non-Hispanic",88
19165.Hispanic,225
"19165.Other, Non-Hispanic",121
"19165.White, Non-Hispanic",8583
"19167.Black, Non-Hispanic",89
19167.Hispanic,2043
"19167.Other, Non-Hispanic",429
"19167.White, Non-Hispanic",22834
"19169.Black, Non-Hispanic",1705
19169.Hispanic,2432
"19169.Other, Non-Hispanic",8361
"19169.White, Non-Hispanic",68340
"19171.Black, Non-Hispanic",95
19171.Hispanic,905
"19171.Other, Non-Hispanic",948
"19171.White, Non-Hispanic",10989
"19173.Black, Non-Hispanic",0
19173.Hispanic,291
"19173.Other, Non-Hispanic",88
"19173.White, Non-Hispanic",4352
"19175.Black, Non-Hispanic",62
19175.Hispanic,237
"19175.Other, Non-Hispanic",184
"19175.White, Non-Hispanic",9098
"19177.Black, Non-Hispanic",17
19177.Hispanic,52
"19177.Other, Non-Hispanic",71
"19177.White, Non-Hispanic",5341
"19179.Black, Non-Hispanic",906
19179.Hispanic,2324
"19179.Other, Non-Hispanic",705
"19179.White, Non-Hispanic",23219
"19181.Black, Non-Hispanic",201
19181.Hispanic,899
"19181.Other, Non-Hispanic",721
"19181.White, Non-Hispanic",35832
"19183.Black, Non-Hispanic",157
19183.Hispanic,787
"19183.Other, Non-Hispanic",279
"19183.White, Non-Hispanic",15412
"19185.Black, Non-Hispanic",18
19185.Hispanic,66
"19185.Other, Non-Hispanic",66
"19185.White, Non-Hispanic",4662
"19187.Black, Non-Hispanic",1240
19187.Hispanic,1128
"19187.Other, Non-Hispanic",840
"19187.White, Non-Hispanic",25570
"19189.Black, Non-Hispanic",160
19189.Hispanic,320
"19189.Other, Non-Hispanic",150
"19189.White, Non-Hispanic",7619
"19191.Black, Non-Hispanic",214
19191.Hispanic,273
"19191.Other, Non-Hispanic",206
"19191.White, Non-Hispanic",15817
"19193.Black, Non-Hispanic",2657
19193.Hispanic,9968
"19193.Other, Non-Hispanic",4192
"19193.White, Non-Hispanic",58928
"19195.Black, Non-Hispanic",70
19195.Hispanic,150
"19195.Other, Non-Hispanic",48
"19195.White, Non-Hispanic",5617
"19197.Black, Non-Hispanic",9
19197.Hispanic,790
"19197.Other, Non-Hispanic",168
"19197.White, Non-Hispanic",8717
"20001.Black, Non-Hispanic",121
20001.Hispanic,297
"20001.Other, Non-Hispanic",421
"20001.White, Non-Hispanic",8882
"20003.Black, Non-Hispanic",36
20003.Hispanic,107
"20003.Other, Non-Hispanic",57
"20003.White, Non-Hispanic",5596
"20005.Black, Non-Hispanic",357
20005.Hispanic,332
"20005.Other, Non-Hispanic",554
"20005.White, Non-Hispanic",11209
"20007.Black, Non-Hispanic",37
20007.Hispanic,117
"20007.Other, Non-Hispanic",102
"20007.White, Non-Hispanic",3265
"20009.Black, Non-Hispanic",290
20009.Hispanic,2296
"20009.Other, Non-Hispanic",414
"20009.White, Non-Hispanic",17175
"20011.Black, Non-Hispanic",358
20011.Hispanic,202
"20011.Other, Non-Hispanic",331
"20011.White, Non-Hispanic",9974
"20013.Black, Non-Hispanic",78
20013.Hispanic,257
"20013.Other, Non-Hispanic",710
"20013.White, Non-Hispanic",6155
"20015.Black, Non-Hispanic",1157
20015.Hispanic,2130
"20015.Other, Non-Hispanic",1653
"20015.White, Non-Hispanic",44631
"20017.Black, Non-Hispanic",19
20017.Hispanic,60
"20017.Other, Non-Hispanic",41
"20017.White, Non-Hispanic",1913
"20019.Black, Non-Hispanic",13
20019.Hispanic,46
"20019.Other, Non-Hispanic",211
"20019.White, Non-Hispanic",2313
"20021.Black, Non-Hispanic",120
20021.Hispanic,293
"20021.Other, Non-Hispanic",1121
"20021.White, Non-Hispanic",13863
"20023.Black, Non-Hispanic",0
20023.Hispanic,114
"20023.Other, Non-Hispanic",3
"20023.White, Non-Hispanic",1980
"20025.Black, Non-Hispanic",8
20025.Hispanic,72
"20025.Other, Non-Hispanic",70
"20025.White, Non-Hispanic",1379
"20027.Black, Non-Hispanic",31
20027.Hispanic,78
"20027.Other, Non-Hispanic",157
"20027.White, Non-Hispanic",5874
"20029.Black, Non-Hispanic",90
20029.Hispanic,184
"20029.Other, Non-Hispanic",68
"20029.White, Non-Hispanic",6486
"20031.Black, Non-Hispanic",52
20031.Hispanic,138
"20031.Other, Non-Hispanic",224
"20031.White, Non-Hispanic",6063
"20033.Black, Non-Hispanic",4
20033.Hispanic,58
"20033.Other, Non-Hispanic",3
"20033.White, Non-Hispanic",1293
"20035.Black, Non-Hispanic",880
20035.Hispanic,2307
"20035.Other, Non-Hispanic",1457
"20035.White, Non-Hispanic",22301
"20037.Black, Non-Hispanic",632
20037.Hispanic,1405
"20037.Other, Non-Hispanic",1540
"20037.White, Non-Hispanic",26863
"20039.Black, Non-Hispanic",15
20039.Hispanic,79
"20039.Other, Non-Hispanic",25
"20039.White, Non-Hispanic",2198
"20041.Black, Non-Hispanic",193
20041.Hispanic,568
"20041.Other, Non-Hispanic",356
"20041.White, Non-Hispanic",13239
"20043.Black, Non-Hispanic",459
20043.Hispanic,186
"20043.Other, Non-Hispanic",57
"20043.White, Non-Hispanic",5524
"20045.Black, Non-Hispanic",4363
20045.Hispanic,5429
"20045.Other, Non-Hispanic",9986
"20045.White, Non-Hispanic",78289
"20047.Black, Non-Hispanic",10
20047.Hispanic,368
"20047.Other, Non-Hispanic",69
"20047.White, Non-Hispanic",1768
"20049.Black, Non-Hispanic",10
20049.Hispanic,69
"20049.Other, Non-Hispanic",82
"20049.White, Non-Hispanic",1817
"20051.Black, Non-Hispanic",247
20051.Hispanic,1007
"20051.Other, Non-Hispanic",661
"20051.White, Non-Hispanic",20536
"20053.Black, Non-Hispanic",184
20053.Hispanic,356
"20053.Other, Non-Hispanic",199
"20053.White, Non-Hispanic",4347
"20055.Black, Non-Hispanic",914
20055.Hispanic,11281
"20055.Other, Non-Hispanic",1328
"20055.White, Non-Hispanic",11947
"20057.Black, Non-Hispanic",569
20057.Hispanic,11630
"20057.Other, Non-Hispanic",727
"20057.White, Non-Hispanic",10909
"20059.Black, Non-Hispanic",180
20059.Hispanic,688
"20059.Other, Non-Hispanic",643
"20059.White, Non-Hispanic",17879
"20061.Black, Non-Hispanic",4465
20061.Hispanic,3455
"20061.Other, Non-Hispanic",1833
"20061.White, Non-Hispanic",13765
"20063.Black, Non-Hispanic",7
20063.Hispanic,53
"20063.Other, Non-Hispanic",77
"20063.White, Non-Hispanic",1938
"20065.Black, Non-Hispanic",105
20065.Hispanic,8
"20065.Other, Non-Hispanic",98
"20065.White, Non-Hispanic",1794
"20067.Black, Non-Hispanic",3
20067.Hispanic,2148
"20067.Other, Non-Hispanic",34
"20067.White, Non-Hispanic",2955
"20069.Black, Non-Hispanic",29
20069.Hispanic,581
"20069.Other, Non-Hispanic",62
"20069.White, Non-Hispanic",3616
"20071.Black, Non-Hispanic",0
20071.Hispanic,168
"20071.Other, Non-Hispanic",2
"20071.White, Non-Hispanic",706
"20073.Black, Non-Hispanic",10
20073.Hispanic,141
"20073.Other, Non-Hispanic",161
"20073.White, Non-Hispanic",4468
"20075.Black, Non-Hispanic",109
20075.Hispanic,551
"20075.Other, Non-Hispanic",5
"20075.White, Non-Hispanic",1246
"20077.Black, Non-Hispanic",6
20077.Hispanic,199
"20077.Other, Non-Hispanic",130
"20077.White, Non-Hispanic",3880
"20079.Black, Non-Hispanic",379
20079.Hispanic,2582
"20079.Other, Non-Hispanic",819
"20079.White, Non-Hispanic",22262
"20081.Black, Non-Hispanic",1
20081.Hispanic,794
"20081.Other, Non-Hispanic",66
"20081.White, Non-Hispanic",2005
"20083.Black, Non-Hispanic",1
20083.Hispanic,80
"20083.Other, Non-Hispanic",57
"20083.White, Non-Hispanic",1331
"20085.Black, Non-Hispanic",24
20085.Hispanic,343
"20085.Other, Non-Hispanic",1002
"20085.White, Non-Hispanic",8578
"20087.Black, Non-Hispanic",98
20087.Hispanic,339
"20087.Other, Non-Hispanic",380
"20087.White, Non-Hispanic",13726
"20089.Black, Non-Hispanic",5
20089.Hispanic,39
"20089.Other, Non-Hispanic",49
"20089.White, Non-Hispanic",2237
"20091.Black, Non-Hispanic",20196
20091.Hispanic,28670
"20091.Other, Non-Hispanic",30883
"20091.White, Non-Hispanic",366166
"20093.Black, Non-Hispanic",24
20093.Hispanic,783
"20093.Other, Non-Hispanic",19
"20093.White, Non-Hispanic",1967
"20095.Black, Non-Hispanic",23
20095.Hispanic,171
"20095.Other, Non-Hispanic",143
"20095.White, Non-Hispanic",5362
"20097.Black, Non-Hispanic",21
20097.Hispanic,85
"20097.Other, Non-Hispanic",64
"20097.White, Non-Hispanic",1746
"20099.Black, Non-Hispanic",751
20099.Hispanic,595
"20099.Other, Non-Hispanic",641
